Column1;Date;Case Number;ItemInCase;Language;Country;Repairability Index;Size;Model name;Year;General condition;Wash;Fabric;Fabric failure - Membrane delamination;Fabric failure - Leak through;Fabric failure - Wetting out;Fabric failure - Down leakage;Fabric failure - Fading;Fabric failure - Pilling;Fabric torn - Rips - Patchable;Fabric torn - Rips - Not patchable - 1 panel;Fabric torn - Rips - Not patchable - X panels;Fabric torn - Abrasion - Light;Fabric torn - Abrasion - Heavy - 1 panel;Fabric torn - Abrasion - Heavy - X panels;Fabric torn - Burn - Patchable - ;Fabric torn - Burn - Not patchable - 1 panel;Fabric torn - Burn - Not patchable - X panels;Fabric torn - Stain;Fabric torn - Membrane contamination - Light;Fabric torn - Membrane contamination - Heavy;Zipper failure - Zipper structureMain;Zipper failure - Zipper structureAll except main;Zipper failure - Zipper slider;Delamination - Press;Delamination - 70D Nylon;Delamination - Seam tape;Seam failure - Seam sewn non-WBW Membrane;Delamination - Seam sewn WBW Membrane;Delamination - Seam laminated;Other - Buckle;Known_issue;Repair solution;Repair Threshold;Customer Offer;Product_type;Age;Repair Threshold Status
624;1/31/20;1148993;1;EN;Australia;2;XS;Tasman lt women;2014;2_Good;No;Down Loft;;;;;;;;;left sleve, right front panel,;;;;;;;;;;;;;;;;;;;;No;No;6;50% Discount;shell;6;above
686;2/7/20;1149023;1;EN;Australia;2;S;Atlantis fl jacket men;2014;2_Good;No;WBW 3L Membrane;;;;;;;;;both cuffs, ;;;;;;;;;;;chest pocket, ;main zipper, ;;;;;;;;No;No;9;50% Discount;shell;6;above
635;2/3/20;1149256;1;EN;Australia;2;XS;Boreal ar jacket women;2011;2_Good;No;WBW 3L Membrane;shoulders, neck, ;;;;;;;;;;;;;;;;;;;;;all zippers, hood facing, ;all, ;cuffs, neck, ;;;;;No;No;1008;Replacement;shell;9;above
585;1/27/20;1149368;1;EN;Australia;2;S;Boreal sl jacket women;2017;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;Yes;3;Replacement;shell;3;above
572;1/24/20;1149372;1;EN;Australia;2;M;Mediterranean lt men;2018;2_Good;No;K Fleece;;;;;;;;left sleeve, ;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;2;above
566;1/24/20;1149549;1;EN;Australia;2;M;Red jacket men;2010;3_Excellent;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;powder skirt, all zippers, hood facing, ;all, ;both cuffs, ;;;;;No;No;11;Replacement;shell;10;above
569;1/24/20;1149580;1;EN;Australia;2;XS;Boreal ar jacket women;2014;2_Good;No;WBW 3L Membrane;pocket bags, ;;;;;;;;;front panels, ;;;;;;;;;;right pocket ;main zipper, ;hood facing, ;;neck, ;;;;;No;No;1008;Replacement;shell;6;above
770;1/27/20;1149717;1;EN;Australia;2;L;Flores coat women;2016;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper coil broken ;;;;;;;;;;No;No;3;Replacement;shell;4;above
764;1/24/20;1149728;1;EN;New Zealand;2;M;Atlantis ar jacket men;2014;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;coil broken at the main zipper;;;right cuff, left cuff, ;;;;;;;No;Yes;6;Replacement;shell;6;above
647;2/4/20;1149920;1;EN;Australia;2;M;Irun coat women;2019;2_Good;No;Down Loft;;;;right pocket, ;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;No;1003;Replacement;shell;1;above
644;2/4/20;1149922;1;EN;Australia;2;XL;Tasman lt men;2014;2_Good;No;Down Loft;;;;;;;;;;;;;;;;;;;main zipper,;;;;;;;;;;No;No;3;Replacement;shell;6;above
619;1/31/20;1149974;1;EN;Australia;2;M;Labrador sv jacket men;2015;2_Good;No;WBW 3L Membrane;front panels, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;No;1000;Replacement;shell;5;above
652;2/4/20;1149998;1;EN;Australia;2;M;Bering ar jacket women;2003;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, hood facing, ;;;all zippers, ;;;;;;;No;No;6;30% Discount;shell;17;above
656;2/5/20;1150025;1;EN;Australia;2;S;Ionian ar jacket men;2012;2_Good;No;WBW 3L Membrane;neck, pocket bags, ;;;;;;;;;;;;;;;;neck, ;;;;;chest pocket  zippers, hood facing, lam pocket, ;all, ;pocket bag donuts, ;;;;;No;No;1008;Replacement;shell;8;above
632;2/3/20;1150145;1;EN;Australia;2;L;Bering sv jacket men;2003;2_Good;No;WBW 3L Membrane;;;;;;;;hem draw cord, ;both cuffs, ;;;;;;;;;;main zipper, ;;;;;;;both hand cuffs flaps, ;;;No;No;14;30% Discount;shell;17;above
617;1/30/20;1150162;1;EN;Australia;2;L;Sargasso ar jacket men;2019;2_Good;No;Down Loft;;;;;;;;;;;;;;;;;;;;;;;;;;;;nothing wrong with the jacket, no down leaking;No;No;0;Replacement;shell;1;below
598;1/29/20;1150166;1;EN;Australia;2;L;Coral jacket men;2017;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;main zipper;;;;;;;;No;Yes;1;Repair;shell;3;below
657;2/5/20;1150178;1;EN;Australia;2;S;Boreal ar jacket men;2015;2_Good;No;WBW 3L Membrane;;;;;;;;left sleeve, ;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;5;above
679;2/6/20;1150183;1;EN;Australia;2;XS;Atlantis sl jacket women;2012;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all, ;;;;;;No;No;3;Replacement;shell;8;above
655;2/4/20;1150188;1;EN;Australia;2;S;Ionian sl hybrid jacket men;2010;1_Used;No;WBW 2L Membrane;arm pits, back, ;;;;;;;;;;;;;;;;;;main zipper, ;;;all zippers, ;;;;;;;No;No;1006;30% Discount;shell;10;above
636;2/3/20;1150234;1;EN;Australia;2;L;Coral jacket men;2017;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;No;Yes;1;Repair;shell;3;below
673;2/6/20;1150342;1;EN;Australia;2;S;Boreal ar jacket women;2014;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;;right shoulder, ;;;;;;No;No;3;Replacement;shell;6;above
658;2/5/20;1150381;1;EN;Australia;2;L;Tasman lt men;2017;2_Good;No;Down Loft;;;;;;;;;;;;;;;;;;;main zipper,;;;;;;;;;;No;No;3;Replacement;shell;3;above
659;2/5/20;1150444;1;EN;Australia;2;XL;Boreal ar jacket men;2004;3_Excellent;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;all, hood facing, pocket bags, lam pocket, cuffs lining, ;all, ;pocket bag donuts, ;;;;;No;No;8;Replacement;shell;16;above
802;2/12/20;1150728;1;EN;New Zealand;2;L;Atlantis sv jacket men;2005;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;all zippers, hood facing, right laminated pocket, left laminated pocket, ;;neck, collar, left pocket bag donuts, right pocket bag donuts, hem drawcord, both cuffs ;;;;;No;No;5;30% Discount;shell;15;above
645;2/4/20;1150854;1;EN;Australia;2;L;Atlantis sv jacket men;2013;2_Good;No;WBW 3L Membrane;cuffs, front panel, ;;;;;;;;;;;around hem, ;;;;;;;all zippers, ;;main zipper, ;;;;;;;;No;No;1010;50% Discount;shell;7;above
606;1/29/20;1150875;1;EN;Australia;2;XL;Boreal ar jacket men;2013;2_Good;No;WBW 3L Membrane;cuffs, ;;;;;;;;;;;;;;;;;neck, ;;;;hood facing, all zippers, ;;neck, pit zip donuts, both cuffs, ;;;;;No;No;1005;Replacement;shell;7;above
630;2/3/20;1150976;1;EN;Australia;2;XL;Labrador ar jacket men;2007;2_Good;No;WBW 3L Membrane;neck, ;;;;;;;;;;;;;;;;;neck, ;main zipper, ;;;chest pocket zipper, cuffs lining, arm pocket, ;;pocket bag donuts, both cuffs, ;;;;;No;No;1008;30% Discount;shell;13;above
688;2/7/20;1151067;1;EN;Australia;2;L;Molucca sl jacket men;2018;2_Good;No;WBW 2L Membrane;;;;;;;;lower left back, ;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;2;above
674;2/6/20;1151079;1;EN;Australia;2;S;Atlantis sl jacket women;2016;2_Good;No;WBW 2L Membrane;front panels, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;No;1000;Replacement;shell;4;above
703;2/10/20;1151311;1;EN;Australia;2;S;Atlantis sv jacket men;2014;0_Trashed;No;WBW 3L Membrane;arm pit, hood, cuffs, front panels, ;;;;;;;;;;;;;;;front panels, ;;;;;;all zippers, ;;;;;;;No;No;1003;Replacement;shell;6;above
691;2/7/20;1151494;1;EN;Australia;2;M;Ionian ar jacket men;2008;1_Used;No;WBW 3L Membrane;cuffs, neck, ;;;;;;;;;;;;;;;;everywhere, ;neck, ;main zipper, ;;;cuffs lining, pocket bags, lam pocket, ;all, ;cuffs, main zipper, neck, pocket bag donuts, various lower back, ;;;;;No;No;1011;30% Discount;shell;12;above
608;1/30/20;1151499;1;EN;Australia;2;L;Boreal sl jacket men;2015;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;hood facing, ;;;;;;;No;No;3;Replacement;shell;5;above
610;1/30/20;1151500;1;EN;Australia;2;S;Atlantis sv jacket men;2012;2_Good;No;WBW 3L Membrane;hood, arm pit, ;;;;;;;;;;;;;;;;;;;;main zipper, ;hood cord tunnel, ;all,;both cuffs, neck, ;;;;;No;No;1009;Replacement;shell;8;above
637;2/3/20;1151501;1;EN;Australia;2;M;Ionian ar jacket women;2008;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;both cuffs lining, hood facing, neck pad, lam pocket, hood cord tunnel, ;;both cuffs, neck, logo, pocket bog donuts, back, arm pit zip, ;;;;;No;No;8;30% Discount;shell;12;above
646;2/4/20;1151507;1;EN;Australia;2;L;Atlantis sv jacket women;2004;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;hood facing, cuffs lining, all zippers, pocket bags, lam pocket, ;all;;;;;;No;No;9;30% Discount;shell;16;above
669;2/6/20;1151698;1;EN;Australia;2;L;Tasman lt men;2018;2_Good;No;Down Loft;;;;;;;;front right panel, ;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;2;above
654;2/4/20;1151701;1;EN;Australia;2;S;Bering sv jacket men;2007;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;all zippers, ;;;;;;;No;No;6;30% Discount;shell;13;above
642;2/3/20;1151717;1;EN;Australia;2;M;Boreal ar jacket men;2016;2_Good;No;WBW 3L Membrane;upper back, cuffs, ;;;;;;;;;;;;;;;;;neck, ;;;main zipper, ;;;;;;;;No;No;1001;Replacement;shell;4;above
794;2/11/20;1151790;1;EN;New Zealand;2;L;Boreal ar jacket men;2010;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;;right cuff, left cuff, hang tag, hem drawcord, ;;;;;;No;No;3;Replacement;shell;10;above
661;2/5/20;1151883;1;EN;Australia;2;XS;Atlantis sl jacket women;2006;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;all zippers, hood facing, neckpad, ;all, ;neck, ;;;;;No;No;8;30% Discount;shell;14;above
626;1/31/20;1152367;1;EN;Australia;2;S;Boreal sl jacket women;2017;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;No;3;Replacement;shell;3;above
650;2/4/20;1152463;1;EN;Australia;2;L;Bering sv jacket men;2012;2_Good;No;WBW 3L Membrane;cuffs, ;;;;;;;front right panel, ;;;;;;;;;;;main zipper, ;;;all zippers, ;;;;;;;No;No;1009;50% Discount;shell;8;above
689;2/7/20;1152488;1; ;Australia;2;M;Hudson jacket men;2012;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;pocket bags, lam pocket, ;all, ;cuffs, pocket bag donuts, ;;;;;No;No;8;Replacement;shell;8;above
660;2/5/20;1152501;1;EN;Australia;2;L;Boreal ar jacket men;2005;3_Excellent;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;hood facing, pocket bags, lam pocket, cuffs lining, all zippers, ;all, ;;;;;;No;No;9;Replacement;shell;15;above
699;2/10/20;1152819;1;EN;Australia;2;L;Hudson jacket men;2016;2_Good;No;WBW 3L Membrane;hood, collar, ;;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;No;No;1001;Replacement;shell;4;above
792;2/5/20;1152868;1;EN;Australia;2;L;Bering sv jacket men;2010;2_Good;No;WBW 3L Membrane;;;;;;;;left arm, ;;;;;;;;;;;main zipper broken,;;;all zippers, ;;;;;;;No;No;9;Replacement;shell;10;above
628;1/31/20;1152903;1;EN;Australia;2;XL;Boreal sl jacket men;2011;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all, ;neck, ;;;;;No;No;5;Replacement;shell;9;above
638;2/3/20;1152914;1;EN;Australia;2;M;Ionian ar jacket women;2014;1_Used;No;WBW 3L Membrane;both cuffs, ;;;;;;;right cuff, ;;left sleeve, ;;;;;;;;neck, ;;;;;;;;;;;No;No;1003;50% Discount;shell;6;above
609;1/30/20;1152949;1;EN;Australia;2;S;Tasman lt women;2013;2_Good;No;WBW 3L Membrane;;;;;;;;;right arm pit, right cuff, ;;;;;;;;;;main zipper, ;;;;;;;;;;No;No;9;50% Discount;shell;7;above
611;1/30/20;1153225;1;EN;Australia;2;XL;Boreal ar jacket men;2007;2_Good;No;WBW 3L Membrane;cuffs, ;;;;;;;;;;;;;;;;;;main zipper, ;;;hood facing, all zippers, cuffs lining, ;;;;;;already repaired;No;No;1006;30% Discount;shell;13;above
790;2/5/20;1153239;1;EN;Australia;2;M;Boreal ar jacket men;2016;2_Good;No;WBW 3L Membrane;right arm, left arm, lower right front panel, lower left front panel, ;;;;;;;;;;;;;;;;;;;;;entirely delammed on right pit zip;;;;;;;No;No;1003;Replacement;shell;4;above
711;2/12/20;1153696;1;EN;Australia;2;XXL;Labrador sv jacket men;2007;2_Good;No;WBW 3L Membrane;lower back, neck, shoulders, ;;;;;;;;;;;;;;;;;;main zipper, ;;;pocket bags, arm pocket window, chest pocket zipper, hood facing, ;all, ;pocket bags donuts, cuffs, ;;;;;No;Yes;1011;30% Discount;shell;13;above
616;1/30/20;1153844;1;EN;Australia;2;S;Red parka women;2015;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;Yes;3;Repair;shell;5;above
613;1/30/20;1153854;1;EN;Australia;2;M;Atlantis lt jacket men;2010;3_Excellent;No;WBW 3L Membrane;hood, cuffs, ;;;;;;;;;;;;;;;;neck, ;;;;;pocket bag, neck pad, hood facing, ;all, ;pocket bag donuts, ;;;;;No;No;1008;Replacement;shell;10;above
614;1/30/20;1153859;1;EN;Australia;2;M;Labrador sv jacket men;2008;2_Good;No;WBW 3L Membrane;both cuffs, shoulders, arm pits, ;;;;;;;;;;;;;;;left arm, ;;;;;;all zippers, neck pad, hood facing, pocket bags, lam pocket, ;all, ;both cuffs, neck, pocket bags donuts, ;;;;arm pocket window, ;No;No;1008;30% Discount;shell;12;above
615;1/30/20;1153867;1;EN;Australia;2;M;Orice jacket men;2015;2_Good;No;Down Loft;;;;;;;;right cuff, ;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;5;above
698;2/10/20;1153920;1;EN;Australia;2;S;Molucca ar jacket women;2018;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;hem draw cord, ;;;;;;;No;No;3;Replacement;shell;2;above
710;2/11/20;1153944;1;EN;Australia;2;M;Boreal ar jacket women;2009;0_Trashed;No;WBW 3L Membrane;neck, arm pit, cuffs, ;;;;;;;;;;;;;;;;;;;;;lam pocket, pocket bags, hood facing, ;all, ;cuffs, neck, pocke tbags donuts, ;;;;;No;No;1008;30% Discount;shell;11;above
682;2/7/20;1153982;1;EN;Australia;2;M;Bering sv jacket men;2018;2_Good;No;WBW 3L Membrane;;;;;;;;;;;right cuff, ;;;;;;;;;chest pocket zipper, ;;;;;;;;;No;No;5;Replacement;shell;2;above
643;2/3/20;1154063;1;EN;Australia;2;S;Boreal sl jacket women;2013;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all, ;;;;;;No;No;3;Replacement;shell;7;above
618;1/31/20;1154083;1;EN;Australia;2;L;Labrador ar jacket men;2004;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;hem drawccord, lam pocket, pocket bags, hood facing, all zippers, cuffs,  ;all, ;pocket bag donuts, cuffs, ;;;;;No;No;8;30% Discount;shell;16;above
623;1/31/20;1154103;1;EN;Australia;2;L;Orice jacket men;2015;2_Good;No;Down Loft;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;No;3;Replacement;shell;5;above
625;1/31/20;1154113;1;EN;Australia;2;M;Red jacket men;2008;1_Used;No;WBW 3L Membrane;;;;;;;;;;;left front panel, ;;;;;front panels, ;cuffs, ;;main zipper, ;;;;all, ;cuffs, ;;;;;No;No;11;30% Discount;shell;12;above
640;2/3/20;1154187;1;EN;Australia;2;XL;Boreal ar jacket men;2014;2_Good;No;WBW 3L Membrane;shoulders, neck, upper back, ;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;No;1003;Replacement;shell;6;above
683;2/7/20;1154324;1;EN;Australia;2;S;Labrador ar jacket women;2007;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;front panels, ;;;all zippers, pocket bags, lam pocket, hood facing, ;;;cuffs lining, ;all, ;cuffs, neck, ;;;;;No;No;11;30% Discount;shell;13;above
776;2/3/20;1154414;1;EN;Australia;2;M;Sargasso ar men;2013;1_Used;No;Down Loft;;;;;;;;large tear on bottom left side;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;7;above
708;2/11/20;1154641;1;EN;Australia;2;L;Tasman sl men;2017;2_Good;No;Down Loft;;;;;;;;right sleeve, ;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;3;above
704;2/10/20;1154671;1;EN;Australia;2;L;Marin jacket women;2017;2_Good;No;Down Loft;;;;everywhere,;;;;;;;;;;;;;;;;;;;;;;;;;No;No;1000;Replacement;shell;3;above
791;2/5/20;1154679;1;EN;Australia;2;L;Bering sv jacket men;2008;1_Used;No;WBW 3L Membrane;right arm, left arm, lower right front panel, lower left front panel, ;;;;;;;;;;;;;;;;;;;;main zipper slider broken;all zippers, ;;;;;;;No;No;1004;Replacement;shell;12;above
775;2/3/20;1154743;1;EN;Australia;2;L;Boreal sl hybrid jacket men;2017;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;bottom right gator zipper delammed;;;;;;;No;No;3;Replacement;shell;3;above
681;2/6/20;1154889;1;EN;Australia;2;M;Ionian ar jacket men;2010;1_Used;No;WBW 3L Membrane;;;;;;;;;right sleeve, lower back, ;;;;;;;;everywhere;;;;;all zippers, hood facing, ;all, ;main zipper, both cuffs, neck, ;;;;;No;No;14;30% Discount;shell;10;above
789;2/5/20;1154890;1;EN;Australia;2;M;Boreal sl jacket women;2016;2_Good;No;WBW 2L Membrane;;;;;;;;;;;on left elbow,;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;4;above
799;2/12/20;1154965;1;EN;Australia;2;L;Mediterranean lt men;2017;2_Good;No;K Fleece;;;;;;upper left front panel, lower right front panel, lower left front panel, ;;;;;;;;lower right front panel, ;;;;;;;;;;;right cuff, left cuff, ;;;;No;No;3;50% Discount;shell;3;above
666;2/5/20;1155192;1;EN;Australia;2;M;Tasman lt jacket men;2017;2_Good;No;Down Loft;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;No;3;Replacement;shell;3;above
667;2/5/20;1155231;1;EN;Australia;2;L;Mediterranean ar women;2014;2_Good;No;K Fleece;;;;;;;;main zipper, ;;;;;;;;;;;main zipper, ;;;;;;;;;;No;No;6;50% Discount;shell;6;above
700;2/10/20;1155555;1;EN;Australia;2;L;Labrador jacket men;2013;2_Good;No;WBW 3L Membrane;hood, ;;;;;;;;;;;;;;;;;;;;;hood cord tunnel, neck pad, ;all, ;neck, along main zipper, ;;;;;No;No;1008;Replacement;shell;7;above
671;2/6/20;1155665;1;EN;Australia;2;L;Boreal lt jacket men;2017;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;right pocket, ;;;;;;;;;;No;No;3;Replacement;shell;3;above
672;2/6/20;1156147;1;EN;Australia;2;L;Tasman lt women;2014;2_Good;No;Down Loft;;;;;;;;;;;;;;right arm, ;;;;;;;;;;;;;;no excessive down leaking noticed;No;No;3;50% Discount;shell;6;above
670;2/6/20;1156178;1;EN;Australia;2;M;Ionian ar jacket men;2015;2_Good;No;WBW 3L Membrane;;;;;;;;;;left sleve, ;;;;;;;;;;;;;;;;;;;No;No;0;50% Discount;shell;5;below
684;2/7/20;1156187;1;EN;Australia;2;M;Ross jacket men;2013;2_Good;No;WBW 3L Membrane;;;;;;;;left sleeve, ;;;;;;;;;;;;;;hood facing, ;all, ;;;;;;No;No;9;50% Discount;shell;7;above
701;2/10/20;1156427;1;EN;Australia;2;XS;Boreal ar jacket women;2012;2_Good;No;WBW 3L Membrane;neck, ;;;;;;;;;;;;;;;;everywhere, ;neck, ;;;;neck pad, hood facing, pocket bags,lam pocket, all zippers, ;all, ;cuffs, neck, pocke tbag donuts, ;;;;;No;No;1008;Replacement;shell;8;above
714;2/12/20;1157369;1;EN;Australia;2;S;Ionian sv jacket men;2012;2_Good;No;WBW 3L Membrane;hood, neck, ;;;;;;;;;;;;;;;;;;;;main zipper, ;neck pad, ;all, ;neck, cuffs, pocket bag donuts, ;;;;;No;No;1009;Replacement;shell;8;above
800;2/12/20;1157795;1;EN;Australia;2;M;Boreal sl jacket women;2008;1_Used;No;WBW 2L Membrane;right cuff, left cuff, neck, collar, ;;;;;;;;;;;;;;;;;;;;;hood, right cuff, left cuff, ;hang tag, hem drawcord, ;right cuff, left cuff, neck, ;;;;;No;No;1008;30% Discount;shell;12;above
801;2/12/20;1158225;1;EN;Australia;2;XL;Atlantis sv jacket men;2016;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;all over inside back and hood, extremely heavy contamination;;;;;;;;;;;No;No;0;Replacement;shell;4;below
803;2/12/20;1158539;1;EN;Australia;2;M;Atlantis sl jacket women;2012;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;left arm pit zipper, ;hang tag, hem drawcord, ;;;;;;No;No;6;Replacement;shell;8;above
